id,title,company,location,url,salary_raw,description,city,insights,scraped_at,enriched_at
162,Sr Software Engineer I,Axon,"Boston, MA, United States",,Not listed,"Join Axon and be a Force for Good.

At Axon, we’re on a mission to Protect Life. We’re explorers, pursuing society’s most critical safety and justice issues with our ecosystem of devices and cloud software. Like our products, we work better together. We connect with candor and care, seeking out diverse perspectives from our customers, communities and each other.

Life at Axon is fast-paced, challenging and meaningful. Here, you’ll take ownership and drive real change. Constantly grow as you work hard for a mission that matters at a company where you matter.

Your Impact

As a Senior Software Engineer, you will lead the design and implementation of scalable, high-availability cloud services that are critical to our mission of protecting life. You’ll architect backend APIs and user-facing components, contribute across the full stack, and proactively identify technical opportunities and risks. You’ll bring a systems-thinking approach to performance, reliability, and integration challenges—proposing innovative solutions and helping shape technical direction across multiple teams.

Beyond your technical contributions, you will act as a multiplier for the team. You’ll mentor other engineers, influence architectural decisions, and collaborate with cross-functional partners to drive key initiatives forward. You will participate in hiring, lead design and code reviews, and help establish engineering best practices that raise the bar for quality, security, and scalability. If you’re pa",Boston,"{'summary': 'Join Axon and waste your talents on a mediocre mission with a soulless, slow-moving corporate behemoth', 'vibe': 'corporate_zombie', 'red_flags': [""Beware of the 'mission' doublespeak"", 'Career stagnation guaranteed', 'Toxic bureaucracy lurking beneath the surface'], 'green_flags': ['Competitive salary and benefits', 'Opportunities for growth (if you can navigate the red tape)', ""Boston's a decent place to live""], 'seniority': 'mid', 'match_score': 22}",2025-11-29 12:46:57.783397,2025-11-29 12:46:57.783397
163,Principal Software Engineer – Red Hat OpenShift AI,Red Hat,"Boston, MA, United States",,Not listed,"About The Job

Are you ready to create open, hybrid, and intelligent solutions? Join the Red Hat OpenShift AI team!

Red Hat OpenShift AI (RHOAI) delivers a powerful suite of technologies designed for AI Engineers, Data Scientists and MLOps professionals—covering model development, model serving, data pipelines, Kubeflow components, and Kubernetes operator development. The platform continues to evolve rapidly, expanding into new areas at an impressive pace.

By combining the strength of open source innovation with the latest advances in AI and hybrid cloud, RHOAI empowers organizations to build, scale, and operationalize AI solutions with unmatched flexibility and value.

At Red Hat, our commitment to open source innovation extends beyond our products - it’s embedded in how we work and grow. Red Hatters embrace change – especially in our fast-moving technological landscape – and have a strong growth mindset. That's why we encourage our teams to proactively, thoughtfully, and ethically use AI to simplify their workflows, cut complexity, and boost efficiency. This empowers our associates to focus on higher-impact work, creating smart, more innovative solutions that solve our customers' most pressing challenges.

What you will do
• Lead the design and development of new component solutions for RHOAI.
• Provide technical guidance and innovation insights to engineering and product leadership.
• Contribute to the architecture and design of RHOAI, ensuring scalability, reliability, ",Boston,"{'summary': ""This job posting is a sugarcoated attempt to pawn off junior engineers as 'principals' to churn out more AI components for the RHOAI behemoth."", 'vibe': 'corporate_zombie', 'red_flags': ['overhyped job title', 'lack of technical specifics', 'high expectations for a junior role'], 'green_flags': ['interesting tech stack', 'emphasis on open source innovation', 'growth mindset encouraged'], 'seniority': 'junior', 'match_score': 32}",2025-11-29 12:47:02.596225,2025-11-29 12:47:02.596225
164,"Senior Software Engineer, DevOps - Data Platform",Roku,"Boston, MA, United States",,Not listed,"Teamwork makes the stream work.

Roku is changing how the world watches TV

Roku is the #1 TV streaming platform in the U.S., Canada, and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.

From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.

About the Team

Roku runs one of the largest data lakes in the world. We store over 70 petabytes of data, run more than 10 million queries per month, and scan over 100 petabytes of data per month. The Big Data team is the one responsible for building, running, and supporting the platform that makes this possible. We provide all the necessary tooling to acquire, generate, process, monitor, validate, and access data in the lake, both in streaming and batch modes. We are also responsible for generating the foundational data. The systems we provide include Scribe, Kafka, Hive, Presto, Spark, Flink, Pinot, and others. The team is actively involved in Open Source, and we are planning t",Boston,"{'summary': ""You'll get to work on one of the world's largest data lakes, but be prepared to get lost in its complexity."", 'vibe': 'faang_tier|hidden_gem|startup_chaos|corporate_zombie|avoid', 'red_flags': ['overwhelming data scale', 'complex tech stack', 'potential for burnout'], 'green_flags': ['big data expertise', 'open source involvement', 'opportunity for growth'], 'seniority': 'mid', 'match_score': 68}",2025-11-29 12:47:06.875716,2025-11-29 12:47:06.875716
165,Sr Software Engineer (Backend),Groe Advisors LLC,"Boston, MA, United States",,Not listed,"MUST BE AVAILABLE TO COMMUTE ONSITE 2 DAYS A WEEK

NOT OPEN TO C2C CANDIDATES

Technology
• Ruby/Rails, Vue, JS
• Postgres, MySQL, ElasticSearch, Redis
• AWS (hosting)

Duties:
• Involved in all aspects of the Software Development Lifecycle (SDLC)
• Test for performance optimization
• Write and develop functional web applications
• Collaborate with team members to deliver projects

Requirements
• Bachelor’s degree
• 5+ years of Backend experience with Ruby on Rails or Python and JavaScript
• Software architectural design experience (including data persistence and API design)
• Understanding of Large Language Models (LLMs), LLM APIs and AI tooling
• Understanding of networking and web browser protocols
• Knowledge of *nix systems, and must be comfortable working at terminal command line
• Knowledge of SQL and DB schema design
• Knowledge of git & GitHub

Qualifications
• BS in Computer Science or related
• 5+ years of relevant work experience
• Experience in Object Oriented Design, Database Design, and XML Schema
• Experience with Agile or Scrum software development methodologies",Boston,"{'summary': ""Onsite 2 days a week? You're gonna be the office coffee warmer, not a Sr Software Engineer."", 'vibe': 'faang_tier', 'red_flags': ['on site commute', 'no c2c', ' restrictive requirements'], 'green_flags': ['ruby on rails', 'aws experience'], 'seniority': 'mid', 'match_score': 60}",2025-11-29 12:47:11.373917,2025-11-29 12:47:11.373917
166,Software Engineer - OpenShift Managed Services,Red Hat,"Boston, MA, United States",,Not listed,"About The Job

The Red Hat Engineering team is actively seeking a Software Engineer with a strong Quality Focus to join its OpenShift Cluster Lifecycle team. This team is responsible for provisioning and lifecycling Managed OpenShift services across major cloud platforms, including Amazon Web Services (AWS), Google Cloud Platform (GCP), and Microsoft Azure.

In this role, you will be responsible for developing and shipping reliable production-ready features and enhancements for managed Red Hat OpenShift platforms. Success in this position requires excellent technical and communication skills, as you'll be collaborating closely on a variety of engineering disciplines, including Development, Site Reliability, Performance, and with Architects both within Red Hat and across the open source community.

What You Will Do
• Playing an active part in designing and developing new features and enhancements for various projects centered around Managed OpenShift.
• Taking primary responsibility for product quality, you will design, develop, and execute comprehensive test strategies, including owning automated test suites and fostering a quality-focused culture by empowering the team to rigorously test, identify failure points, and 'break things' to build more resilient and reliable solutions.
• Championing automation of operational and testing workflows to continuously improve the development lifecycle and ensure robust continuous integration (CI) and continuous delivery (CD) processes
• ",Boston,"{'summary': ""You'll be trapped in a never-ending cycle of manual testing and automated workflows, desperately seeking quality in a sea of chaotic complexity."", 'vibe': 'corporate_zombie', 'red_flags': ['Lack of ownership and decision-making autonomy', 'Too much focus on process over innovation', 'Dependence on outdated legacy systems'], 'green_flags': ['Opportunity to work with a widely-used platform', 'Collaborative team environment', 'Potential for professional growth'], 'seniority': 'mid', 'match_score': 43}",2025-11-29 12:47:15.964563,2025-11-29 12:47:15.964563
167,Distinguished Data Engineer - Capital One Software (Remote),Capital One,"Cambridge, MA, United States",,Not listed,"Distinguished Data Engineer - Capital One Software (Remote)

Ever since our first credit card customer in 1994, Capital One has recognized that technology and data can enable even large companies to be innovative and personalized. As one of the first large enterprises to go all-in on the public cloud, Capital One needed to build cloud and data management tools that didn't exist in the marketplace to enable us to operate at scale in the cloud. And in 2022, we publicly announced Capital One Software and brought our first B2B software solution, Slingshot, to market.

Building on Capital One's pioneering adoption of modern cloud and data capabilities, Capital One Software is helping accelerate the data management journey at scale for businesses operating in the cloud. If you think of the kind of challenges that companies face - things like data publishing, data consumption, data governance, and infrastructure management - we've built tools to address these various needs along the way. Capital One Software will continue to explore where we can bring our solutions to market to help other businesses address these same needs going forward.

We are seeking top tier talent to join our pioneering team and propel us towards our destination. You will be joining a team of innovative product, tech, and design leaders that tirelessly seek to question the status quo. As a Capital One Distinguished Data Engineer, you'll have the opportunity to be on the forefront of building this business and ",Boston,"{'summary': 'Join a cloud-obsessed behemoth trying to sell software to the masses while clinging to its legacy banking roots.', 'vibe': 'faang_tier|corporate_zombie', 'red_flags': ['overhyped cloud adoption', 'bogged down by banking regulations', 'too focused on internal tooling'], 'green_flags': ['talent magnet', 'ambitious product roadmap', 'excellent compensation and benefits'], 'seniority': 'senior', 'match_score': 62}",2025-11-29 12:47:20.068189,2025-11-29 12:47:20.068189
168,"Senior Software Engineer, DevOps - Data Platform",Roku,"Boston, MA, United States",,Not listed,"Teamwork makes the stream work.

Roku is changing how the world watches TV

Roku is the #1 TV streaming platform in the U.S., Canada, and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.

From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.

About the Team

Roku runs one of the largest data lakes in the world. We store over 70 petabytes of data, run more than 10 million queries per month, and scan over 100 petabytes of data per month. The Big Data team is the one responsible for building, running, and supporting the platform that makes this possible. We provide all the necessary tooling to acquire, generate, process, monitor, validate, and access data in the lake, both in streaming and batch modes. We are also responsible for generating the foundational data. The systems we provide include Scribe, Kafka, Hive, Presto, Spark, Flink, Pinot, and others. The team is actively involved in Open Source, and we are planning t",Boston,"{'summary': ""This job listing is a toxic waste dump of buzzwords and cliches, but under the surface, it might just be a chance to tame the beast that is Roku's data lake."", 'vibe': 'faang_tier|hidden_gem', 'red_flags': ['70 petabytes of data is a nightmare to manage', ""Roku is a public company that's lost its way"", 'Big Data team sounds like a never-ending clusterf*ck'], 'green_flags': ['70 petabytes of data is a challenge worth tackling', 'Open Source involvement is a plus', 'Roku is still a leader in the streaming space'], 'seniority': 'senior', 'match_score': 42}",2025-11-29 12:47:24.520524,2025-11-29 12:47:24.520524
169,Senior ML Operations Engineer,Whoop,"Boston, MA, United States",,Not listed,"At WHOOP, we're on a mission to unlock human performance and healthspan. WHOOP empowers members to perform at a higher level through a deeper understanding of their bodies and daily lives.

We are looking for a highly skilled Senior Software Engineer to join our MLOps team, focusing on the development and optimization of ML cloud infrastructure. In this role, you will play a critical part in supporting our Data Science and AI teams by building robust, scalable systems for the productionalization of machine learning models. Your work will be at the heart of bringing advanced AI solutions into production, ensuring they are reliable, scalable, and ready to drive value across WHOOP.

RESPONSIBILITIES:
• Design, develop, and maintain cloud-based infrastructure to support the deployment and scaling of machine learning models. Implement automated pipelines for continuous integration and continuous deployment (CI/CD) of ML models, ensuring seamless transitions from development to production environments.
• Collaborate closely with Data Scientists and AI teams to understand model requirements and facilitate the transition from prototype to production.
• Develop APIs, microservices, and other components necessary to integrate ML models into existing systems, enabling real-time inference and decision-making.
• Leverage cloud services to optimize the deployment and performance of machine learning models and associated infrastructure. Utilize services such as AWS SageMaker, Lambda, and EC",Boston,"{'summary': ""This job listing reeks of buzzword soup, with 'cloud-based infrastructure', 'MLOps', and 'continuous integration' crammed in to make it sound like a real FAANG job, but it's just a glorified DevOps role with an ML twist."", 'vibe': 'faang_tier', 'red_flags': ['lack of technical detail', 'vague team descriptions', 'excessive buzzwords'], 'green_flags': [""WHOOP's mission to unlock human performance and healthspan"", 'emphasis on collaboration with Data Scientists', 'AWS experience'], 'seniority': 'senior', 'match_score': 42}",2025-11-29 12:47:29.033943,2025-11-29 12:47:29.033943
170,"Software Engineer, Backend (IoT & AWS)",Bosch Group,"Watertown, MA, United States",,Not listed,"Company Description

We Are Bosch.

At Bosch, we shape the future by inventing high-quality technologies and services that spark enthusiasm and enrich people’s lives. Our areas of activity are every bit as diverse as our outstanding Bosch teams around the world. Their creativity is the key to innovation through connected living, mobility, or industry.

Let’s grow together, enjoy more, and inspire each other. Work #LikeABosch
• Reinvent yourself: At Bosch, you will evolve.
• Discover new directions: At Bosch, you will find your place.
• Balance your life: At Bosch, your job matches your lifestyle.
• Celebrate success: At Bosch, we celebrate you.
• Be yourself: At Bosch, we value values.
• Shape tomorrow: At Bosch, you change lives.

Job Description
• Design, Build, and optimize solutions using AWS services such as Lambda, DynamoDB, IoT Core, API Gateway, S3, IAM and CloudWatch.
• Solid experience in AWS services for application hosting, database, networking and storage
• Collaborate with Front end (React Native) mobile development team for smooth integration and data flow
• Strong understanding of AWS Well-Architected Framework principles, especially in the areas of security, reliability, and cost optimization.
• Implement Infrastructure as Code using tools like AWS CloudFormation or Terraform.
• Set up and manage CI/CD pipelines for automated testing and deployment.
• Work within agile teams using Jira, Bitbucket, and other Atlassian tools.
• Monitor, troubleshoot, and optimi",Boston,"{'summary': 'Bosch is desperately trying to appear cool, but this is just another stodgy corporate job for a team of AWS engineers.', 'vibe': 'faang_tier|corporate_zombie', 'red_flags': ['AWS Well-Architected Framework', 'Terraform'], 'green_flags': ['CI/CD pipelines', 'React Native', 'Jira'], 'seniority': 'mid', 'match_score': 42}",2025-11-29 12:47:33.601068,2025-11-29 12:47:33.601068
171,Backend & Applied AI/ML Engineer,eBay,"Portland, OR, United States",,Not listed,"At eBay, we're more than a global ecommerce leader — we’re changing the way the world shops and sells. Our platform empowers millions of buyers and sellers in more than 190 markets around the world. We’re committed to pushing boundaries and leaving our mark as we reinvent the future of ecommerce for enthusiasts.

Our customers are our compass, authenticity thrives, bold ideas are welcome, and everyone can bring their unique selves to work — every day. We're in this together, sustaining the future of our customers, our company, and our planet.

Join a team of passionate thinkers, innovators, and dreamers — and help us connect people and build communities to create economic opportunity for all.

About the team and role

You will join a collaborative engineering team that builds scalable, reliable backend systems while partnering closely with applied ML engineers, data scientists, and cross-functional product teams. Together, we deliver innovative, AI-enhanced capabilities that power the experiences of millions of buyers and sellers around the world.

In this role, you will deepen your backend engineering expertise while contributing to eBay’s expanding AI/ML initiatives. You will design and implement core backend services, integrate AI/ML models into production systems, and help shape the architecture of next-generation, intelligent platform features. This position offers the opportunity to make meaningful technical contributions, work with a highly skilled and geographically d",Portland,"{'summary': ""eBay wants a backend AI/ML engineer to contribute to their ecommerce empire, but don't expect a clear path for your own AI ambitions"", 'vibe': 'faang_tier', 'red_flags': ['bureaucratic', 'infrastructure debt', 'talent poaching'], 'green_flags': ['collaborative team', 'diverse product workloads', 'ecosystem scale'], 'seniority': 'senior', 'match_score': 58}",2025-11-29 12:47:37.840158,2025-11-29 12:47:37.840158
172,Senior Software Engineer,Relativity,"Oregon City, OR, United States",,Not listed,"Posting Type

Hybrid

Job Overview

Are you looking to be in a workplace where colleagues inspire one another, working together to build AI software solutions?

We're looking for a Senior Software Engineer to join our Relativity Privacy Engineering team. Come work with a dynamic group of talented professionals focusing on ML powered applications that power our Data Breach Response solution.

Job Responsibilities

Job Description and Requirements
• Architect, design, and develop model-based applications 
• Guide product improvements across schema, framework, and platform 
• Lead the team to best-practice technical design, by example and through collaboration 
• Understand department-wide initiatives and guidelines, work with teams to ensure implementation is aligned with Engineering-wide policies and direction
• Maintain a backlog of tools or technology enhancements to improve the maintainability and quality of the solutions
• Encourage teams to work collaboratively by advising and enforcing best practices when needed
• Stay up-to-date with technologies and best practices related to CI/CD tooling and developer productivity

Qualifications
• 2+ years of professional experience delivering successful SaaS products.
• 5+ years of professional experience in software development 
• Strong computer science fundamentals in algorithms, data structures and computational complexity
• A self-starter driven to make an impact
• Strong Communications skills, experience leading teams
• Profic",Portland,"{'summary': 'A cookie-cutter job description from a company that thinks AI and SaaS is still a magic solution', 'vibe': 'corporate_zombie', 'red_flags': ['1 year of experience is called a junior role, not a senior one', ""What's the actual tech stack?"", 'Another buzzword-filled description'], 'green_flags': [""The location is decent, but don't get too excited"", 'They claim to value collaboration, but does it show in their org structure?', 'Might be a good learning opportunity for junior engineers'], 'seniority': 'mid', 'match_score': 45}",2025-11-29 12:47:42.260978,2025-11-29 12:47:42.260978
173,Backend Software Engineer (Python),Scribd,"Portland, OR, United States",,Not listed,"About The Company:

At Scribd (pronounced “scribbed”), our mission is to spark human curiosity. Join our team as we create a world of stories and knowledge, democratize the exchange of ideas and information, and empower collective expertise through our four products: Everand, Scribd, Slideshare, and Fable.

We support a culture where our employees can be real and be bold; where we debate and commit as we embrace plot twists; and where every employee is empowered to take action as we prioritize the customer.

When it comes to workplace structure, we believe in balancing individual flexibility and community connections. It’s through our flexible work benefit, Scribd Flex, that employees – in partnership with their manager – can choose the daily work-style that best suits their individual needs. A key tenet of Scribd Flex is our prioritization of intentional in-person moments to build collaboration, culture, and connection. For this reason, occasional in-person attendance is required for all Scribd employees, regardless of their location.

So what are we looking for in new team members? Well, we hire for “GRIT”. The textbook definition of GRIT is demonstrating the intersection of passion and perseverance towards long term goals. At Scribd, we are inspired by the potential that this can unlock, and ask each of our employees to pursue a GRIT-ty approach to their work. In a tactical sense, GRIT is also a handy acronym that outlines the standards we hold ourselves and each other to.",Portland,"{'summary': ""Beneath the scribbles of 'GRIT', Scribd's culture papered over its Portland utopia, requiring occasional in-person attendance, like a toxic office vampire."", 'vibe': 'faang_tier|hidden_gem|corporate_zombie', 'red_flags': ['rigid work structure', ""overemphasis on 'GRIT' cult"", 'required in-person attendance'], 'green_flags': ['emphasis on flexibility', 'interesting mission to spark human curiosity'], 'seniority': 'mid', 'match_score': 42}",2025-11-29 12:47:46.323585,2025-11-29 12:47:46.323585
174,Senior Software Engineer - Database Platform,New Relic,"Portland, OR, United States",,Not listed,"We are a global team of innovators and pioneers dedicated to shaping the future of observability. At New Relic, we build an intelligent platform that empowers companies to thrive in an AI-first world by giving them unparalleled insight into their complex systems. As we continue to expand our global footprint, we're looking for passionate people to join our mission. If you're ready to help the world's best companies optimize their digital applications, we invite you to explore a career with us!

Your opportunity
Do you want to work on automating databases and services that process hundreds of billions of transactions per month? Do you seek to build, and deploy database systems across several environments that are highly reliable, performant, and easy to operate via automation? If you find these challenges electrifying, we encourage you to apply!
We are looking for a Senior Software Engineer to join our team building our next generation database platform. You will play an important role in implementing and running our database infrastructure to build a robust and scalable database-as-a-service platform. You will need strong software development and deep hands-on Kubernetes expertise to develop tools and controllers for effective database management.

What you'll do
• Build an extraordinary database-as-a-service platform that will provide streamlined cloud services for our customers using MySQL, PostgreSQL, Redis, and Kubernetes
• Write efficient and optimized code to build tool",Portland,"{'summary': ""This job posting is a thinly veiled attempt to lure unsuspecting seniors into Portland's gentrification with promises of 'innovation' and 'scalability', but it's really just another FAANG-tier soul-sucking behemoth."", 'vibe': 'faang_tier', 'red_flags': ['lack of technical challenge', 'cliched company mission statement', "" Portland's expensive living costs""], 'green_flags': ['kubernetes expertise', 'database experience', ' opportunity to work with multiple databases'], 'seniority': 'senior', 'match_score': 40}",2025-11-29 12:47:50.421187,2025-11-29 12:47:50.421187
175,Senior ML Engineer (Python Backend),VirtualVocations,"Vancouver, WA, United States (+1 other)",,Not listed,"A company is looking for an ML Software Engineer (Python Backend) Senior I / II or Staff.

Key Responsibilities

Design, build, and maintain scalable, fault-tolerant backend services in Python

Develop and maintain data pipelines for AI / ML workflows and collaborate on system integration

Implement error-handling, monitoring, and CI / CD pipelines to ensure system reliability and streamline development processes

Required Qualifications

A degree in Computer Science, Data Engineering, Software Engineering, or a related field with 5-8 years of experience (Bachelor's) or 4-6 years (Master's / PhD) in backend software development

Advanced knowledge of modern Python web application development (e.g., FastAPI, SQLAlchemy, Pydantic)

Experience with relational and NoSQL database systems

Strong understanding of distributed systems and microservices architecture

Familiarity with cloud platforms (e.g., AWS, GCP, Azure) and containerization technologies (e.g., Docker, Kubernetes)",Portland,"{'summary': ""They're looking for a seasoned veteran to babysit their backend services, but it's unclear if they're ready for a professional of your caliber."", 'vibe': 'hidden_gem', 'red_flags': ['5-8 years of experience for a senior role, likely underpaid', 'No mention of specific ML tasks or expertise required', 'Unclear technology stack and vision for AI/ML workflows'], 'green_flags': ['Use of FastAPI and SQLAlchemy is a plus', 'Familiarity with cloud platforms and containerization technologies is a good skillset to have'], 'seniority': 'senior', 'match_score': 62}",2025-11-29 12:47:55.062955,2025-11-29 12:47:55.062955
176,Staff Software Engineer,eBay,"Portland, OR, United States",,Not listed,"At eBay, we're more than a global ecommerce leader — we’re changing the way the world shops and sells. Our platform empowers millions of buyers and sellers in more than 190 markets around the world. We’re committed to pushing boundaries and leaving our mark as we reinvent the future of ecommerce for enthusiasts.

Our customers are our compass, authenticity thrives, bold ideas are welcome, and everyone can bring their unique selves to work — every day. We're in this together, sustaining the future of our customers, our company, and our planet.

Join a team of passionate thinkers, innovators, and dreamers — and help us connect people and build communities to create economic opportunity for all.

About the team and the role

eBay's Homepage and CMS engineering team is looking for an outstanding Backend Engineer with Machine Learning experience to work with as we redefine the face of eBay. You’ll be working with a world class team of engineers, designers, product managers, and analysts to create great products that make a difference on one of the world’s most trafficked and loved websites.

Our technology stack includes rapidly evolving GenAI models, a Machine Learned Recommendation Framework, JS Frontend app and Javascript+Java based back-end. The home page includes key machine learning recommendations like “Recommended for you”, “Frequently Searched by you”, deals and marketing placements. The CMS includes auto layout management using Gen AI. Our team is highly visible in the o",Portland,"{'summary': 'This is a vanilla FAANG company with a dated tech stack and a marketing-driven culture.', 'vibe': 'faang_tier', 'red_flags': ['overemphasis on marketing', 'dated tech stack', 'potential for micromanagement'], 'green_flags': ['large talent pool', 'visible impact on users', 'established company'], 'seniority': 'staff', 'match_score': 55}",2025-11-29 12:47:59.607505,2025-11-29 12:47:59.607505
177,Software Engineer - Machine Learning,Trimble Inc.,"Lake Oswego, OR, United States",,Not listed,"Job Title: Software Engineer - Machine Learning

Job Location: Lake Oswego, OR

Our Department: Trimble AECO - Viewpoint

About The Role

Are you ready to independently design and implement impactful machine learning solutions, driving product innovation and mentoring emerging talent?

This role is for an experienced professional ready to take ownership of machine learning projects, from conceptualization to production. In this role you will apply in-depth knowledge to solve complex problems, improve existing systems, and contribute significantly to product development. This position requires strong analytical skills, a proactive approach to problem-solving, and the ability to act as a valuable resource for less experienced team members.

What You Will Do
• Independently identify, train, and refine deep learning models to solve real-world problems at scale, overseeing the full lifecycle from conception to deployment. Curate and maintain effective datasets, ensuring robust data coverage and quality for diverse industry use cases, directly impacting model performance.
• Work closely with teams who bring domain expertise, translating ambiguous needs into clear and actionable ML tasks.
• Contribute significantly to MLOps best practices, including containerization, model versioning, and robust monitoring, ensuring you know how to look for clues when models break.
• Apply advanced machine learning and statistical modeling techniques (e.g., decision trees, logistic regression, Bayes",Portland,"{'summary': ""This role is a mediocre attempt to shoehorn an ML engineer into a corporate beast with a focus on 'impact' and 'product innovation', likely a soul-sucking exercise in bureaucracy."", 'vibe': 'faang_tier', 'red_flags': ['heavy process', 'limited creativity', 'data quality issues'], 'green_flags': ['opportunity for growth', 'well-established company', 'collaborative teams'], 'seniority': 'junior|mid', 'match_score': 45}",2025-11-29 12:48:03.880711,2025-11-29 12:48:03.880711
178,Software Engineer II,Nike,"Beaverton, OR, United States",,Not listed,"Title: Software Engineer II

Location: Remote, US

Duration: 11-month contract

SECTION 1: WHO ARE WE LOOKING FOR

We seek passionate Senior Software Engineers to join our team. As a Senior Software Engineer, you will develop robust advanced analytics and machine learning solutions that have a direct impact on the business. You should have experience in Python; a strong background in algorithms and data structures; hands-on AWS experience; as well as experience in database technology (e.g. Postgres, Redis) and data processing technology (e.g. EMR). You should also have a demonstrable history of team leadership and value delivery, and be comfortable working in a product model using Scrum.

As a Senior Software Engineer, you will be expected to own projects end-to-end - from conception to operationalization, demonstrating an understanding of the full software development lifecycle. As a result, you will be expected to provide technical vision and guidance to your teammates; therefore, strong communication skills are critical in this role.
SECTION 2: WHAT WILL YOU WORK ON

If this is you, you’ll be working with the Artificial Intelligence and Machine Learning (AI/ML) team at Nike. With teammates in Portland, Boston, China, and Poland, you’ll be joining a global organization working to solve machine learning problems at scale. You’ll be designing and implementing scalable applications that leverage prediction models and optimization programs to deliver data-driven decisions that ",Portland,"{'summary': ""You'll get crushed by Nike's bureaucratic processes and suffocated by 11-month contract hell."", 'vibe': 'corporate_zombie', 'red_flags': ['11-month contract', 'Remote US, aka no team cohesion', 'Postgres and Redis, outdated tech stack'], 'green_flags': ['AI/ML focus', 'Scrum experience', 'AWS expertise'], 'seniority': 'senior', 'match_score': 35}",2025-11-29 12:48:07.843743,2025-11-29 12:48:07.843743
179,Software Engineer - Back-End - Oracle Focused,Strategic Pharmaceutical Solutions,"Portland, OR, United States",,Not listed,"Pets deserve the best care. At Vetsource, we build the foundation for success, enabling those in the pet healthcare profession and industry to thrive. Our data-powered platform simplifies processes and streamlines systems, helping those we serve create tighter bonds with their customers. From prescription management and pet owner engagement to veterinary business performance data and insights, Vetsource provides comprehensive solutions that give our customers more time and flexibility, and help them foster strong relationships and positive experiences. In a rapidly evolving world, we're constantly seeking new ways to help our customers chart a course for a better, brighter future for pets and those who care for them.

If you love pets, want to have an impact and join a fantastic organization, Vetsource could be the place for you.

At Vetsource, our teams, much like our customers, are represented through diverse perspectives, life experiences, unique strengths (and love for animals). We are an equal opportunity employer committed to fostering an inclusive and diverse workplace.

We are a team of real people looking for great people to join us, which is why applications are carefully and thoughtfully reviewed by our team. We know that when considering a new opportunity, it's common to weigh your qualifications against the listed job criteria. That said, even if you don't meet 100% of the job requirements but feel you would be a good fit for the role, we still encourage you to a",Portland,"{'summary': ""Vetsource is a mess of buzzwords and vague promises, recruiting for a software engineer role that's probably a glorified Oracle tinkerer."", 'vibe': 'corporate_zombie', 'red_flags': ['Poorly written job description', 'Lack of technical specificity', 'Overemphasis on feel-good corporate values'], 'green_flags': ['Diversity and inclusion statement', 'Mention of pet care, which might be a genuine passion'], 'seniority': 'junior', 'match_score': 32}",2025-11-29 12:48:11.903608,2025-11-29 12:48:11.903608
180,Senior Software Engineer,Kickstand,"Portland, OR, United States",,Not listed,"About Kickstand

At Kickstand, we like to work with passionate people who enjoy solving challenging problems, learning from each other, and getting better at the craft of software engineering. We take a holistic approach to designing, engineering, and ultimately driving business outcomes. We focus on helping startups grow their software teams and launch new products. With larger companies, we help them scale their teams effectively. If you are looking to grow your career, keep sharp on new technologies, and bring your opinions to the table to help others, reach out and come work with us.

About You:

You are self-motivated and can work independently, but are humble enough to ask for help when needed. You take quality seriously and aim for building scalable, testable solutions. You enjoy owning a project end-to-end, and find every aspect of the software lifecycle, from idea to implementation, exciting.

Core Responsibilities
• Proficient in two or more of the following: Javascript, React/Redux, React Native, Vue, Angular, Node, Java, Kotlin, Go, Ruby on Rails, Python.
• Passionate about user experience and advocating for customer interactions.
• Strong knowledge of software engineering fundamentals, and their practical application.
• Write well-designed, testable, efficient code.
• Use automation testing to maintain your code.
• Work with product management to develop stories and deliver on the product vision.
• Effectively articulate technical challenges and solutions.

Bonus",Portland,"{'summary': ""Kickstand wants a self-absorbed, code-writing robot who's been around the block a few times but still thinks they're a startup, minus the passion, minus the humility."", 'vibe': 'startup_chaos', 'red_flags': ['overemphasis on individual work', ""buzzwords like 'holistic approach'"", 'poorly written job description'], 'green_flags': ['emphasis on quality', 'variety of tech stacks'], 'seniority': 'mid', 'match_score': 42}",2025-11-29 12:48:16.244601,2025-11-29 12:48:16.244601
